film,review,sentiment,sentiment_category
Elemental,tell wade green flag knew better id say he grass also immigrant daughter movie really helped absolutely great example choose want life,0.325,positive
Elemental,encanta esta pelãcula desde el diseão de la ciudad su historia de comedia romãntica entre do elementos diferentes que van hacer lo mãs posible para estar junto,0.0,neutral
Elemental,pixars best well done,1.0,positive
Elemental,bad really bad,-0.6999999999999998,negative
Elemental,pretty good movie liked message ember great character opinion loved though wade annoying bring movie unfortunately everything else great though,0.31875,positive
Elemental,really good movie thatâs greatly underrated good message storyline itâs cute movie actually getting little emotional movie donât usually get emotional love good original concept havenât watched definitely sure watch,0.3336538461538462,positive
Elemental,honest elemental zootopia element instead animal word pixars zootopia none less good movie good joke cool idea invention world building definitely must watch,0.3638888888888889,positive
Elemental,elemental brought unique take love story film gave romeo juliet vibe loved,0.525,positive
Elemental,gusto la historia la animaciã³n ha estado mal e un obra de arte pero e muy entretenida,0.0,neutral
Elemental,okay concept animation good would expect pixar movie dialogue character likeable know generally unlikeable film,0.4166666666666667,positive
Elemental,one best pixar movie iâve ever seen must watch,1.0,positive
Elemental,opposite attract movie excellent animation story,0.5,positive
Elemental,elemental visually stunning film ultimately fails deliver overdone concept lackluster plot underdeveloped character uninspired direction result movie feel disappointingly mediocre may entertain younger audience colorful animation simple storyline slapstick lack depth emotional weight make pixar film appealing viewer age look like pixar going disney route making movie entertain kid one else,-0.022222222222222216,neutral
Elemental,definitely least wellknown pixar film heartwarming movie carry beautiful animation humor voice acting story element already little common animated film,0.012500000000000011,neutral
Elemental,made cry good,0.7,positive
Elemental,cute movie must watch,0.5,positive
Elemental,good film good graphic romance little think rating 810 film lot violence even understand shrek even slap kissed water evaporates fire put,0.303125,positive
Elemental,honest reviewing pixar cartoon third time really liked topic covered plot different possible love yet parent realized might end good cartoon reminder opposite attract,0.3,positive
Elemental,city living element coexist fire outcast one fiery girl water boy fall love change society really enjoyed pixar film long time still beautifully crafted animation improving year thought formulaic checking box need successful film surface level theme engaging find one character memorable pretty bland,0.35333333333333333,positive
Elemental,beautiful animation clever story love pixar brings challenging topic childrenâs film without face clever beautiful film,0.5055555555555555,positive
Elemental,amazing world building creativeness amazing character visuals animation pixar never fails loved way ðððð,0.5375000000000001,positive
Elemental,may greatest pixar film one character may little cringe inducing well thought upâlooking wade cgi also visual spectacle overall movie good,0.3025,positive
Elemental,time feel scientifically designed emotionally engaging even little manipulative however denying great animation catchy premise mention gorgeous sequence handful really powerful moving moment perfectly set advance also something potent willtheywontthey dynamic two main character theme familial burden individuality immigration xenophobia classism weighty,0.4087962962962963,positive
Elemental,ok movie really good 710,0.6,positive
Elemental,elemental opposite attract flick pixar exactly expect,0.125,neutral
Elemental,la mejor peli que ha hecho pixar en su vida,0.0,neutral
Elemental,beautiful film,0.85,positive
Elemental,want 3,0.0,neutral
Elemental,okay bad movie bad movie disappointment thought going save pixar well,-0.3749999999999999,negative
Elemental,really good emotional film message bring napkin,0.35,positive
Elemental,whole family loved itkeep wanting rewatch â,0.44999999999999996,positive
Elemental,far masterpiece pixar known solid film nice story nonetheless point however trailer marketing putting still give movie try marketing film favor possibly making film look much worse already may surprised actually get,0.05714285714285713,neutral
Elemental,interesting premise character good quality animation story lame laughable time feel like someone created character first forced story around overall waste time,-0.0062500000000000125,neutral
Elemental,none made scene come air people get sucked atmosphere wattter people cannibalism,0.0,neutral
Elemental,absolutely loved one go comfort film,0.7,positive
Elemental,bro never heard respecting boundary,0.0,neutral
Elemental,um ã³timo filme mais não tã nãvel de outros filmes da pixar,0.0,neutral
Elemental,plot movie feel like realistic story going family expect going want even though may disappoint people close choice sequel would great addition movie going story ember wade adventure outside city image quality amazing recommend 4k screen hdr dolby vision colour amazing,0.4333333333333334,positive
Elemental,good idea script feel like first draft help thinking pixar would made much better movie concept,0.48333333333333334,positive
Elemental,elemental gave feel,0.0,neutral
Elemental,bbad made sense horridly,0.0,neutral
Elemental,fun family movie great story love kindness animation beautiful sometimes character fall short,0.49000000000000005,positive
Elemental,one epic animated film come recent year,0.05,neutral
Elemental,honest good sometimes bad really make sense exited first 9 min watching bad,0.05833333333333337,neutral
Elemental,opposite magical,0.25,positive
Elemental,fun end strong really emotional lot heart story overall bit flimsy unoriginal exactly family need emigrate city weak setup maybe overanalyzing kid movie gimmick goof really fun way various element interacted physical world quite funny cute would recommend,0.12152777777777778,neutral
Elemental,prof one never listen critic great visuals music message plenty laugh well 9 10,0.55,positive
Elemental,awesome animation design character nice design fire resembling studio ghibli something especially appreciated color bright powerful nuanced making universe welcoming topic quite interesting really enjoyed every moment,0.5714285714285714,positive
Elemental,movie cool ember wade best couple ever along walle eve score 810 grade,0.675,positive
Elemental,absolutely worth time enjoy animated movie,0.35,positive
Elemental,hã elementos social para trazer veracidade e contexto filme entretanto coisas que realmente importam filme diz para levarmos para lãºdico ma esta combinaãão não funciona e juntando com pouco desenvolvimento de histã³ria filme tornase ser apenas brega sem sentido de romance parte positiva ã visual deslumbrante cgi da animaãão,0.016666666666666666,neutral
Elemental,great movie amazing animation yes story includes many cliche however message inside story astonishing indeed might fully understood without experience immigration however sometimes think good try understand like ember wade,0.6200000000000001,positive
Elemental,great pixar visuals really bring feeling element explore great way possibility theme come storytelling,0.6,positive
Elemental,super sweet clever intense emotional journey expect pixar lovely nonetheless,0.25833333333333336,positive
Elemental,loved movie heartwarming great family movie already watched time last couple week,0.5,positive
Elemental,new perspective beautiful story immigration acceptance parental love,0.4954545454545454,positive
Elemental,honestly think people hate movie much elemental really good movie outstanding anything like 710,0.24,positive
Elemental,problema dessa animaãão ã que justamente por ser uma animaãão da pixar se torna previsãvel e consequentemente impossãvel de se emocionar uma relaãão forãada e apressada e temas com problemas familiares que jã vimos parecido outros filmes não tira fato da animaãão ser muito bonita ma falha trazer uma histã³ria diferente comum com conclusãµes previsãveis e falha trazer emoããµes pra cenas,0.0,neutral
Elemental,thought movie beautifully made graphic design element gorgeous almost feeling like dream loved element concept tied city environment magical talent character also perfect parallel cultural storytelling movie movie targeted younger audience intent also adult enjoy reading review believe people forget found elemental beautiful way show openness others collaboration ego without preaching,0.43333333333333335,positive
Elemental,highlight generational expectation immigrant family incredible resonated much absolutely loved definitely tear amazing story toldâ,0.55,positive
Elemental,awful unoriginal boring lazy,-0.6125,negative
Elemental,characteristic joke elemental character creative plot common pixar accustomed audience receiving story present unique perspective change way look life one nothing new acceptable story regular animated film impossible watch pixar film without expecting furthermore film visuals beautiful extremely cluttered lot thing happening time character never stopping moving single second make difficult stay focused plot,0.010123210123210123,neutral
Elemental,movie creates fun new way view world people made element get swept suspense one fire girl rush save family legacy learning world explore moving love story,0.3121212121212121,positive
Elemental,never wtf ending,0.25,positive
Elemental,incredible animated movie beautiful story brilliant idea concept bring culture country life elemental chemistry plus hilarious laughing lot highly recommend age watch good movie disney lol,0.687142857142857,positive
Elemental,based audience reception thought would awful actually found heartwarming sweet best part movie though character figuring work around limitation fun,0.12999999999999998,neutral
Elemental,elemental beautifully done movie strong message behind bravo,0.2944444444444444,positive
Elemental,visually stunning movie,0.5,positive
Elemental,id lost faith pixar turning red pleasantly surprised one,0.05,neutral
Elemental,ember wear clothes every time never wash think dirty wayne even wear clothes made water would clothes get wet wayne stand he water would water puddle wayne family cry much made movie longer 2 hour think anyone supposed love movie even one little kid even grownup,-0.03749999999999999,neutral
Elemental,plot mid could way better pixar film lamo,0.25,positive
Elemental,jaw dropping vibrant animation help bolster half baked story unfortunately much make mark pixtory,0.06666666666666667,neutral
Elemental,nice mind cliche especially child movie recommend seeing kid fun enough,0.22499999999999998,positive
Elemental,fun funny make absolutely sense take way seriously,0.10416666666666667,neutral
Elemental,movie awesome,1.0,positive
Elemental,really liked movie read critical comment agree disagree lot could bit character development world building really liked movie would recommend,0.39999999999999997,positive
Elemental,girlfriend made watch asian kind vibe fire though ngl,0.3,positive
Elemental,apparently got negative review first film review happen movie quite good,0.175,neutral
Elemental,uhm chemistry work like guy otherwise okay probably watch unless paid heartwarming,0.5,positive
Elemental,god mornigthe amazing movienote100100,0.6000000000000001,positive
Elemental,nice allegory overcoming socio culturalracial barrier romeo juliet still hit harder stuck nice,0.3666666666666667,positive
Elemental,great movie great vibe feel good love story great message,0.72,positive
Elemental,overhyped movie destined flop,0.0,neutral
Elemental,one best pixar movie ever seen clever emotional story celebrates love crossing cultural boundary warm heart literally sobbing bring tissue movie moving tribute immigrant parent beautiful animation also brings lot laughter knowledge history wait see delivers beautiful story know love cherish forever animation absolutely stunning instantly fall love ember wade family,0.46388888888888885,positive
Elemental,phenomenal loved concept creator really made sure every detail true concept character storyline relatable important definitely worth watching,0.4214285714285714,positive
Elemental,muy buena pelicula de animacion excelente historia como de costumbre por disney pixar la interpretacion de la dualidad la complementacion la migracion los prejuicios esta muy bien elaborado,0.0,neutral
Elemental,elemental living proof pixar still special spark cautivated generation movie definitely mustwatch,0.17857142857142858,neutral
Elemental,stunning visuals important message inclusiveness tolerance elemental might rank top pixar catalogue cute entertaining heartwarming else need,0.26666666666666666,positive
Elemental,la animaciã³n la estãtica son hermosas coloridas los personajes protagonistas incluso alguno secundario son geniales ma de un espectador se va sentir identificado con su historia de amor listo eso e todo lo bueno que destaco de la pelãcula lo malo pixar siempre fue de entregar una historia entretenida mientras estaba llena de metãforas enseãanzas de trasfondo acã como que sentã que se le acabaron la idea la ganas de tale sutilezas hay cosas en la historia que son demasiados predecibles incluso sentã que la propia historia mensaje e exactamente igual que turning red solamente pusieron al padre en lugar de la madre la disfrazaron con una historia romãntica en fin divertida querible pero lejos de la mejores creaciones de la compaããa,0.0,neutral
Elemental,one always space heart,0.0,neutral
Elemental,sooo pretty romcom element ha feel like marketed gorgeous animation totally get story adult,0.2625,positive
Elemental,loved movie great glad listen anyone decided watch âºï,0.6666666666666666,positive
Elemental,omg love movie much fall asleep laughed cried felt romantic even cultural reference something hope sequel want know universe,0.3,positive
Elemental,although elemental might one straight forward creation made still gave thing good family friendly movie go beyond kiddy romance striveachievements feeling accomplishment,0.425,positive
Elemental,slightly average nothing special still good 60100,0.30238095238095236,positive
Elemental,good enjoyable movie,0.6,positive
Elemental,different character familiar predictable storyline cute family movie appreciated graphic,0.14583333333333334,neutral
Elemental,elemental surprisingly sweet important love story well thought creating movie drew audience beautiful animation real important message gave everyone somthing relate think left cinema though 5 year old love believe created older childrentweensteens love love movie,0.40606060606060607,positive
Elemental,super pleasantly surprised film enough twist story seen,0.14444444444444446,neutral
Elemental,funny fun watch,0.275,positive
Elemental,inside everyone water sadness,0.0,neutral
Elemental,husband loved elemental pulled beautiful visuals music loved character setting story loved character felt like every joke funny u every sentimental scene got aww voice acting great couple two different culture really loved message movie story nearly tear watching movie special see story similar beautifully told wish could tell director crew thank making,0.40380952380952373,positive
Elemental,truly quite tragedy always high expectation disney pixar collaboration meaning something family feel relate,0.16,neutral
Elemental,good family friendly boring disney flopped one,0.024999999999999984,neutral
Elemental,good pixar movie great one,0.75,positive
Elemental,overall nice movie beginning already know end,0.3,positive
Elemental,pleasantly surprised 2023 release expecting boring original fun character likable message relatable,0.05499999999999999,neutral
Elemental,loved second fav pixer movie,0.35,positive
Elemental,bad terrible messaging,-0.8499999999999999,negative
Elemental,absolutely beautiful movie loved balanced emotional funny moment feel would important movie kid show always grow everyone want follow heart,0.43999999999999995,positive
Elemental,gostei muito uma histã³ria realmente emocionante divertida e para assistir com familia toda,0.0,neutral
Elemental,typical romeo juliet story done fun creativity spark see people might understand implied cultural plotlines theme refreshing interesting take one thing anyone agree upon story aside animation beautiful,0.34722222222222227,positive
Elemental,absolute gorgeous animation amazing cinematography stunning voice cast elemental easily instant pixar classic heartwarming comedic every way 1010,0.3611111111111111,positive
Elemental,movie pretty creative element sure felt like lacked heart depth could richer storylinewise,0.4166666666666667,positive
Elemental,movie desperately wanted deep get halfbaked romance two annoying unappealing protagonist interfered could compelling immigrant story like west side story thrown blender avatar last airbender result hot mess visually appealing one pixars worst,-0.19249999999999998,neutral
Elemental,brilliant beautiful love movie make heart beat,0.75,positive
Elemental,like like character personality overall story good idea city full element could made really good filme used right,0.40714285714285714,positive
Elemental,este filme não ã um 10 mãs não ã ruim se ele fosse um filme de qualquer outro studio ele seria melhor porãm sendo da pixar não ã bastante eu amei e se tornou meu novo pixar favorito mãs reconheão seus defeitos eu adoraria uma sequãªncia muito melhor narrativamente como toy story 2 foi comparaãão ao toy story 1 porãm eu acredito muito que ele jã estã bom como estã um filme solo apreciado por alguns não pela sua qualidade ou defeitos e sim pelo que ele ã amor fati,0.0,neutral
Elemental,good character amazing story loved relationship ember wade entertaining watch animation good,0.64,positive
Elemental,awesome colerful wade actual rizzler kiss cringe ngl kissed showed like 20 different kissing angle,0.3333333333333333,positive
Elemental,good movie check right checkboxes genre ending bit cheesy kid flick,0.16190476190476188,neutral
Elemental,uy 74 rotten tomato yo la verdad esperaba menos de ti pero bueno elemental e una bonita historia de amor que hace latir el corazã³n la canciã³n de lauv steal show uff directo al corazã³n yo identifico tanto con ember como wade muy buena la verdad,0.0,neutral
Elemental,never really connected character tried like,-0.1,neutral
Elemental,estã muy bien echa la historia no muestran si los elementos son compatibles como agua ð fuego ð si gustã³ la pelãcula,0.0,neutral
Elemental,creative stunning animated movie ever seen highly recommend perfection,0.38666666666666666,positive
Elemental,ð 5910 enjoyable romance really great emotional pixar film account bad little bit weird plot structure always mix looking fun film set good mood elemental definitely worth watch swear god noticed made pun grade b,0.13472222222222224,neutral
Elemental,loved cried honestly ok yes fully expecting zootopia take 2 really quite different energy similar focus vary create unique engaging plot character,0.31071428571428567,positive
Elemental,phenomenal story line animation film thought well could barely look away wipe tear recommend age family film one favorite time,0.35000000000000003,positive
Elemental,cute heartwarming story pixar well,0.5,positive
Elemental,pixar done giant like toy story walle inside given u love story truly touched heart breath taking visuals lesson always follow heart elemental might best movie pixar ever made,0.5,positive
Elemental,thought movie amazing beautiful,0.7250000000000001,positive
Elemental,bad review box office would lead believe still frustrating chooses speed run half baked romance instead unpacking one thing thought truly worked immigrant story say movie exist without romance almost every aspect far interesting hell even city apathy issue endangers whole community something excited see movie unpack instead get wade goofy goober,0.05104166666666669,neutral
Elemental,breathtaking animation awesome story engaging character hilarious humor phenomenal voice acting brilliant music one best movie year one pixars best,0.7,positive
Elemental,best cartoon watched recently one scene even made cryð¹,0.5,positive
Elemental,cring every part movie,0.0,neutral
Elemental,watched movie feeling definitely meant heal inner child loved much concept based worth watching,0.24,positive
Elemental,pelicula buena recomendada 983,0.0,neutral
Elemental,comedy largely miss ember wade romance took come together also incredible predictable wade coming back evaportating story mostly however slightly ups down,0.15600907029478456,neutral
Elemental,went film low expectation pleasantly surprised besides wonderful animation main character especially likeable relatable motivation interesting personality make stand film second half movie seriously pick plot advancement really pull heartstrings,0.14666666666666667,neutral
Elemental,filme da disney elemental ã uma verdadeira obraprima que encanta e emociona pessoas de toda idades com uma animaãão deslumbrante personagens carismãticos e uma histã³ria envolvente ele no transporta para um mundo mãgico repleto de aventuras e descobertas alãm disso elemental transmite mensagens poderosas sobre coragem amizade e perseveranãa deixando uma marca duradoura nossos coraããµes com certeza ã um filme que merece ser assistido e apreciado por toda famãlia apaixonei muito recomendo para tudo mundo,0.0,neutral
Elemental,absolutely love movie watch overand still love amazing reminds romeo juliet 1000 recommend watching,0.5333333333333333,positive
Elemental,give 4 star innocent colorful kid movie character loveable animation incredible would expected enjoy innocent movie much yes disney classic charming movie disappoint,0.39629629629629626,positive
Elemental,cute film enjoyed seen theater,0.5,positive
Elemental,ill honest came ask u included universally ignore movie ð snobbed came theater still pinpoint reason maybe like idea story around element still find bit basic considering pixar besides trully enjoyed animation color wonderful pixar whichever studio pixar partnering anyway really perfected water animation element well crafted big surprise essence movie message acceptance internal societal struggle letting listen lol believe right thing mental wellbeing talk right stay way kudos director writer usually give star tenstar system 45 star actually 8 10 cut two star basically even though movie aestheticaly pleasing technically point story meaning great lacked bit structure hope trying say clear since english mother tongue,0.19586466165413532,neutral
Elemental,movie continually grew totally end hit quite deep couple pixar movie visuals great throughout good emotional heft end definitely recommend,0.25,positive
Elemental,son new favourite movie definitely deserves sequel,0.06818181818181818,neutral
Elemental,animated film narrative unfolds meticulous focus storytelling earning respectable three star however balance story development comedic element lean towards former leaving audience desiring bit humor notably room improvement showcasing land air element presence could pronounced enhance overall visual thematic experience despite nuance film manages captivate viewer intricate narrative suggesting potential even engaging exploration elemental dynamic,0.15555555555555556,neutral
Elemental,enjoyable film beautiful color storyline little predictable original either biggest measurement good movie opinion whether come feeling like enjoyed time entertained recommend,0.3625,positive
Elemental,phenomenal movie visuals beautiful music wonderful character development great important audience hear movie message thankful,0.7100000000000001,positive
Elemental,perfectly touch issue way kid get lovable character relate around great family movie,0.7666666666666666,positive
Elemental,beautifully made almost every way soaring score thomas newman knock whole thing outta park,0.525,positive
Elemental,honestly good movie may simple whole premise opposite attract immigrant element really excelled movie worth watching talking one absolute faves definitely worth spot bluray collection,0.2375,positive
Elemental,beautiful love story,0.675,positive
Elemental,romantic comedy time elemental like destined step destined become instant classic everyone even biggest pixar fan like trust u adventure element fun romance even opposite react,0.09333333333333334,neutral
Elemental,good loved story pleasantly surprised,0.5,positive
Elemental,middle road pixar lot fun heart,0.15,neutral
Elemental,loved great movie kid adult also love amount drama movie,0.525,positive
Elemental,loved message music visuals movie truly magical,0.6,positive
Elemental,movie quite match depth artistic innovation many pixar movie definitely still thoughtful beautiful touching animated movie studio interesting theme movie exploration delicate balance become person honor also still honoring family value tradition expectation relationship father daughter special touching beautiful see unconditional love regardless choice career love interest agree everything love warmth still always obvious especially wonderful often medium asian parent portrayed cold distant second theme movie little predictable done two people different background falling still enjoyed came love find beauty value difference fell love elemental uniqueness despite also liked main reason together focused family accepting element much potential getting hurt falling thought provoking seeing every relationship potential hurt heartbreak also growth change positive way every relationship brave enough take chance movie every time took chance something amazing created something beautiful overall think movie deserves hate dismissal gotten may appeal younger audience whole lot typical laugh little bathroom humor pop culture reference enjoyable adult id say definitely worth watch lot topic event worth discussion,0.2433206286467156,positive
Elemental,fantastic loved film much never drawn watching saw ago disney plus glad watched best film iv watched,0.5599999999999999,positive
Elemental,loved beautiful story,0.7749999999999999,positive
Elemental,elementals dazzling visuals interesting ploteven bit clichã prove refreshing entertaining disney pixar film great especially compared recent film,0.43571428571428567,positive
Elemental,nul trop de momant de dance et musique,0.0,neutral
Elemental,played zombie nation scene alone quidditch style air game gazillion 10 way film connected reality pixar movie fear reality minority well captured world envisioned authority work towards making world inclusive welcoming slowly surely message hope kid loved two main character girl emotion locked behind anger boy could unlock others touch tension growing different rest familycultural group power love soul mate make world brighter bearable gorgeous animation lovely particularly fire animation ember tree scene cried ð growing love story really lovely well told story recommend,0.21025641025641026,positive
Elemental,one best pixar movie ever emphasizes great topic real love besides difference hard decision youth move away hometown order pursue dream main song steal show lauv amazing wish would given space time earth wind element,0.5041666666666667,positive
Elemental,would consider one studio greatest masterpiece level toy story inside soul lackluster world building elemental one pixars fun watch yet solid emotional colorful film emotional love story colorful immersive animation great voice acting cast great charming character give colorful elemental filma earth solid 810 rating story 810 animation 1010 musicsound 910 character 810 final rating 810,0.3333333333333333,positive
Elemental,elemental continues downward trend quality studio known toptier offering elemental absolute beauty behold love story heart film developed enough become invested despite glue entire project another timid entry pixar flirt premise racism film nothing address beyond weak call unity element city built water air earth people city never intended home fire people leading lot instance show lack infrastructure individual accompanied general disdain people elemental origin premise could lofty ultimately studio decided play safe stay within largely unearned love story water person fire person fine overall lack storytelling prowess pixar made brand year elemental pas couple hour inoffensive way little offer unique story despite interesting premise set piece made available filmmaker,0.17741402116402116,neutral
Elemental,wish disney would go back making princess movie movie actually suck even remember last time disney actually made good movie frankly disappointed,-0.00833333333333334,neutral
Elemental,clichãª com uma cadeia de acontecimentos nada natural um pouco corrido demais determinados momentos ma ainda assim ã uma aventura inofensiva e com momentos emocionantes um bom 75 que precisaria de mais para ser uma nota cheia,0.1,neutral
Elemental,really think great seen much better pixar movie fifteen year life disgusting planet call earth would like take moment reader time explain life would much better movie never released even better never even idea begin summary go detail movie 13th reason look get visuals animation amazing movie live label comedy joke first brown blood clod guy grows flower armpit absolutely disgust friend say remind make tweak nearly sends coma,0.20664335664335665,positive
Elemental,amazing animation child also adult enjoy good story,0.45,positive
Elemental,kid watching music video youtube elemental video adult 35 though looked cool found disney honesty loved watched multiple time child 2 4 every time see like 2 different culture coming together amazing ð,0.2916666666666667,positive
Elemental,histã³ria histã³ria de elementos ã simple ma eficaz ela ã uma mistura de comãdia romãntica e histã³ria de amadurecimento faãsca e gota são personagens carismãticos e relacionãveis e sua jornada de autodescoberta ã envolvente filme tambãm aborda temas importantes como aceitaãão da diferenãas e importãncia de seguir seus sonhos essas mensagens são transmitidas de forma sutil e eficaz sem serem forãadas personagens faãsca ã uma jovem lava cheia de energia e criatividade ela ã uma artista talentosa ma tambãm ã um pouco impulsiva e teimosa gota ã uma jovem ãgua calma e gentil ela ã uma cozinheira talentosa ma tambãm ã um pouco tãmida e insegura o doi personagens se completam e sua quãmica ã evidente na tela eles tãªm ã³timas cenas junto e suas interaããµes são divertidas e emocionantes ambiente ambiente de elementos ã uma cidade vibrante e colorida cidade ã dividida quatro distritos cada um representando um elemento fogo ãgua terra e ar cada distrito tem sua prã³pria identidade ãºnica e filme faz um ã³timo trabalho de explorar diversidade mundo do elementos animaãão animaãão de elementos ã de alta qualidade o personagens são bem desenhados e animados e mundo do elementos ã visualmente deslumbrante filme tambãm conta com alguns efeitos especiais impressionantes como cenas de lava e ãgua trilha sonora trilha sonora de elementos ã alegre e animada mãºsicas ajudam criar clima filme e enfatizar o momentos de humor e emoãão conclusão elementos ã uma animaãão divertida e emocionante filme tem uma histã³ria bem contada personagens carismãticos e um ambiente deslumbrante ã uma ã³tima opãão para toda famãlia nota 45 pontos positivos histã³ria simple ma eficaz personagens carismãticos e relacionãveis temas importantes animaãão de alta qualidade trilha sonora alegre e animada pontos negativos histã³ria um pouco previsãvel algumas cenas de humor são um pouco forãadas,0.0,neutral
Elemental,bad lot drama,-0.6999999999999998,negative
Elemental,movie make would tear itâs good lol,0.75,positive
Elemental,love love movie felt every emotion possible could relate character animation style truly masterpiece character design beautiful cute plus voice actor wade ripple hot love plot well balanced,0.4428571428571429,positive
Elemental,sure disney make anything good,0.6,positive
Elemental,pixars elemental good reminder studio best animation relatable story people tread line moral drama accepting funny romcom,0.4875,positive
Elemental,film elemental good fun nostalgic leaving viewer enchanted expression action character,0.15,neutral
Elemental,incredible film animation perfect captivating show obstacle following tradictions family mainly obstacle living love even different love,0.4458333333333333,positive
Elemental,buenas esta e mi opiniã³n de elementos la pelãcula de elementos la disfrute bastante la verdad e que encantã³ yo voy dar mi punto de vista de como se tiene que ver la pelãcula ya que tambiãn hablarã de un punto que hace que falle para mã opiniã³n en la pelãcula tienes que centrarte en el romance de los do protagonistas que surge medida que avanza la trama en la toma de decisiones de la protagonista ya que hace que sea el conflicto de la pelicula para mi en la pelãcula la protagonista tiene que estar dãndose cuenta de lo que verdaderamente quiere gracias al personaje secundario que hace replantear al protagonista de que si e lo que quiero tambiãn el ambiente del lugar que se llega sentir e precioso encantador algo que tiene que ver del ambiente e que hay varios tema que toca por ejemplo identidad pertenencia migraciã³n discriminaciã³n xenofobia etc lo cual tambiãn no hace reflexionar bastante de cã³mo e nuestro entorno que clase de persona somos si somos persona prejuiciosas narcisistas muchos mãs ejemplos de ser desconsiderado otra clase de persona si somos persona empãticas honestashumildas muchas mãs bueno ya pasando al otro punto que e muy negativo para la pelãcula serãa si no tomamos como conflicto la tuberãas ya que la pelãcula e muy absurda deja vacão ese tema hace parecer que quisieron difundir mucho en ese tema quisieron resolverla de la forma mãs vaga menos trabajada posible tambien el padre que para mã e el antagonista ya que en la peli se opone la prota le evita nada de hecho en la cinta se nota que la ama la quiere que darãa todo por ella hice que para mi esta cinta tiene villano para mã como dije e verlo de solo pensar en el romance que hay que en los 3ros factores conclusiã³n parece una buena pelãcula pero con un conflicto explicado que hace que falle pero que se quiere el romance que hay entre los do protagonistas la recomendarãa para verla solo 3 veces si quieres una vez al aão peor e una pelãcula perfecta ni horrible pero que si te llega gustar muchãsimo te culpo 45 en realidad serãa un 35 pero gustã³ mucho la peli robo el corazã³n mucho texto,-1.0,negative
Elemental,growing old disney feel way usually feel excitement drama nothing movie felt made made,-0.075,neutral
Elemental,elemental disney pixars latest creation take u captivating journey world fire water land air resident coexist may perfect 5star experience certainly brings refreshing twist familiar pixar formula animation elemental delightful blend 2d 3d element topped stunning cg simulation bring elemental world life attention detail worldbuilding exceptional making city feel like character character design outstanding help care ember wade unlikely pair heart story truly shine elemental chemistry ember wade interaction heartwarming help root even world element odds film incorporates great joke playful wordplay using element adding humor depth narrative elemental draw inspiration classic romeo juliet esque tale infuses fresh twist using fire water starcrossed element surprisingly engaging might reach pinnacle pixars greatest hit certainly entertains mood lighthearted visually stunning animated film unique take elemental love elemental worth watch,0.46723356009070305,positive
Elemental,awful kid liked bright coloured character,0.10000000000000002,neutral
Elemental,never watched movie bad caused create rotten tomato account starting positive art style visuals fantastic city designed around element creative pleasing look blaring issue movie writing writing cringeworthy least movie made audibly cry painful listen lot pacing movie well jumping one scene idea next hardly anything connecting two entire romantic progression main character painful watch felt forced came way soon dialogue following two interaction also felt forced place recently met speaking character character unlikable understand ember written character anger problem happened frequently issue really making big deal indecisive reason whatsoever many cliche writing choice plot point misunderstanding fuel entire movie runtime timing father waking announcing retirement ember begin find typically pixar produce fantastic film amazing writing car trilogy movie worse car 2 show unnecessarily panned runtime flashback shot replaying scene different angle reason make movie longer already movie honestly waste time watch genuinely stunned see praise see,-0.05369012707722383,neutral
Elemental,amazing nothing complain animation next level especially fire animation world also pretty well imagined ð,0.21250000000000002,positive
Elemental,eu tã simplesmente sem palavras com esse filme ã divino,0.0,neutral
Elemental,fall little short pixar prestige movie like toy story finding nemo still enjoyable film age,0.10416666666666667,neutral
Elemental,didnât expect love movie fun watching gave good message great,0.575,positive
Elemental,got worst disney movie ever seen far,-0.45,negative
Elemental,sure movie going hearing mixed review family loved though many element movie spoke u way visuals beautiful definitely watch movie,0.425,positive
Elemental,movie great animation intense breathing romance everything great,0.6,positive
Elemental,heartwarming good message,0.7,positive
Elemental,great movie amazing background like always pixar teaching u lot acceptance taking control life,0.7000000000000001,positive
Elemental,movie emotional like emotional movie,0.0,neutral
Elemental,cute little love story spiced clash tradition young generation finding way animation great world felt really vibrant alive,0.28273809523809523,positive
Elemental,idea world element nice story nice great enough make watch twice animation beautiful especially fire shape outlined like element flow glow beautifully good movie would say whole new world,0.4318181818181818,positive
Elemental,great movie lightly tackle culture diversity cute way work family bit refreshing watch movie villain maintains moral dilemma scene show father respect end really got definitely deserves 70 ish got critic,0.3428571428571429,positive
Elemental,elemental film excited since seeing trailer television upon finally releasing disney watched movie report extremely pleased movie world created around film one much detail truly make feel believable everything water scared sponge fire dimming self esteem diminishes also think love story two side never work refusing adhere societal norm one inspiring anyone feel thought living similar situation,0.321875,positive
Elemental,worst movie disney overhiped opinion,-1.0,negative
Elemental,one best pixar movie storyline good end adorable kid must watch,0.7333333333333334,positive
Elemental,void logic defies expectation movie would find charming crybaby simp lady testosterone,0.7,positive
Elemental,really think pixar coming back dead releasing two disappointment felt like old pixar disney magic wholesome watch enjoyed,0.07142857142857142,neutral
Elemental,animation beautiful character model nice music beautiful ship cute,0.7,positive
Elemental,best disney film,1.0,positive
Elemental,absolutely beautiful movie hoping sequel,0.85,positive
Elemental,story really cute movie like show people even biggest difference stand way friendship even love,0.5,positive
Elemental,movie incredible would say predictable even imagined ending incredible pixar managed set element well besides never saw good effect good work pixar,0.6,positive
